DBA,BORO,CUISINE DESCRIPTION,GRADE,address_full,lat,long,VIOLATION CODE
EL NUEVO IZALCO RESTAURANT,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Z,6405 ROOSEVELT AVENUE 11377.0,40.7460908,-73.89974000000001,4
EL NUEVO PATIO,BRONX,Spanish,Z,1388 EDWARD L GRANT HWY 10452.0,40.841894700000005,-73.92203359999998,1
EL NUEVO ROBLE BILLIARDS,BRONX,Spanish,Z,216 E 170TH ST 10456.0,40.8382515,-73.91310159999998,4
EL PANADERO BAKERY,MANHATTAN,Bakery,A,1380 ST NICHOLAS AVENUE 10033.0,40.8480328,-73.93442420000001,2
EL PATRON RESTAURANT & LOUNGE,STATEN ISLAND,Mexican,A,520 BAY ST 10304.0,0.0,0.0,2
EL PENACHO II RESTAURANT,BROOKLYN,Mexican,Z,7816 NEW UTRECHT AVE 11214.0,40.612952899999996,-74.0009771,3
EL PENACHO RESTAURANT,BROOKLYN,Mexican,Z,374 AVENUE P 11204.0,40.610195000000004,-73.9604433,4
EL PILON BAKERY,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A,4619 QUEENS BOULEVARD 11104.0,40.74343270000001,-73.9179966,2
EL POLLO III,BROOKLYN,Spanish,A,8603 18TH AVE 11214.0,40.6191321,-73.99017169999998,4
EL POLLO PERUANO,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Z,4119 NATIONAL STREET 11368.0,40.748166,-73.862967,4
EL PORTON BAR & RESTAURANT,MANHATTAN,Mexican,Z,3151 BROADWAY 10027.0,40.814511200000005,-73.9596088,4
EL RANCHITO DE DAISY,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A,4149 150 STREET 11355.0,0.0,0.0,3
EL REY LATINO RESTAURANT,QUEENS,Spanish,A,6342 108TH ST 11375.0,40.7338144,-73.8503029,1
EL REY MEXICAN RESTAURANT,QUEENS,Mexican,A,2521 ASTORIA BOULEVARD 11102.0,40.77137379999999,-73.9220047,4
EL SALVADOR RESTAURANT,BROOKLYN,Spanish,A,1544 MYRTLE AVE 11237.0,40.6993141,-73.91180140000002,3
EL TENAMPA RESTAURANT,QUEENS,Mexican,A,9614 ROOSEVELT AVENUE 11368.0,40.7490963,-73.86871649999998,2
EL TEQUILAZO RESTAURANT & BAR,QUEENS,Mexican,A,17237 HILLSIDE AVE 11432.0,40.7122973,-73.78956640000001,2
EL TORO BAR,BROOKLYN,Mexican,A,7507 NEW UTRECHT AVE 11214.0,40.615297,-73.99984090000001,2
EL VALLE RESTAURANT,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Z,1000 WESTCHESTER AVENUE 10459.0,40.82346,-73.89340899999998,7
ELDER GREENE,BROOKLYN,American,A,160 FRANKLIN ST 11222.0,0.0,0.0,2
ELENA'S RESTUARANT,BRONX,Mexican,A,5 WEST TREMONT AVENUE 10453.0,40.8521139,-73.9096211,2
ELEVA COFFEE BAR,BROOKLYN,Caf̩/Coffee/Tea,A,649 GRAND ST 11211.0,40.71157729999999,-73.9463311,2
ELEVEN B,MANHATTAN,Pizza,Z,174 AVENUE B 10009.0,40.7274486,-73.9797663,4
ELI'S ESSENTIALS,MANHATTAN,American,Z,1390 3RD AVE 10075.0,40.7745314,-73.95742340000001,4
ELK CAFE,BROOKLYN,Caf̩/Coffee/Tea,Z,154 PROSPECT PARK SW 11218.0,40.65492210000001,-73.97358829999999,6
ELMO,MANHATTAN,American,A,156 7 AVENUE 10011.0,40.7419989,-73.9975642,3
ELSEWHERE,BROOKLYN,American,A,599 JOHNSON AVE 11237.0,40.7093375,-73.9232313,3
ELYSIAN FIELDS CAFE,MANHATTAN,Greek,A,1207 AMSTERDAM AVE 10027.0,40.8088413,-73.9592048,2
EMACK & BOLIO'S,MANHATTAN,"Ice Cream, Gelato, Yogurt, Ices",A,389 AMSTERDAM AVENUE 10024.0,40.78285169999999,-73.9783152,1
EMBERS RESTAURANT,BROOKLYN,Steak,Z,9519 3RD AVE 11209.0,40.616611600000006,-74.0336614,5
EMPANADAS MONUMENTAL,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A,752 ALLERTON AVE 10467.0,40.865329100000004,-73.8652187,3
EMPANADAS MONUMENTAL,MANHATTAN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Z,3477 BROADWAY 10031.0,0.0,0.0,3
EMPELLON,MANHATTAN,Mexican,A,510 MADISON AVE 10022.0,40.759693299999995,-73.9745729,2
EMPELLON AL PESTOR (16th&17th),MANHATTAN,Not Listed/Not Applicable,A,145 E 39TH ST 10016.0,40.749309999999994,-73.97664,3
EMPERADOR ELIAS RESTAURANT,BROOKLYN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Z,274 BROADWAY 11211.0,40.70851879999999,-73.95882950000001,5
EMPIRE EXPRESS,QUEENS,Chinese,Z,3308 QUEENS BOULEVARD 11101.0,40.7443174,-73.9313423,3
EMPORIUM BRASIL RESTAURANT,MANHATTAN,Brazilian,A,15 WEST   46 STREET 10036.0,40.7565391,-73.9799084,1
ENERGY FUEL,BROOKLYN,American,A,257 KINGSTON AVE 11213.0,40.67090220000001,-73.94179150000001,3
ENZO BRUNI,MANHATTAN,Pizza/Italian,A,353 W 14TH ST 10014.0,40.740904799999996,-74.00470820000001,1
ENZO BRUNI LA PIZZA GOURMET,MANHATTAN,Pizza/Italian,A,261 CANAL ST 10013.0,40.7251181,-74.00788299999998,1
EPICERIE BOULOUD,MANHATTAN,Bakery,A,1 W 58TH ST 10019.0,40.7641638,-73.97445689999998,2
ESCAPE INTERNATIONAL CUISINE,BRONX,American,A,1841 HOBART AVE 10461.0,40.84834499999999,-73.8315621,2
ESME,BROOKLYN,American,A,999 MANHATTAN AVE 11222.0,40.7332044,-73.95494819999998,3
ESPRESSO PIZZERIA,BROOKLYN,Pizza/Italian,A,9403 5 AVENUE 11209.0,40.6162684,-74.030345,3
ESS & BENTCH,BROOKLYN,Jewish/Kosher,Z,313 KINGSTON AVE 11213.0,40.6685355,-73.9421165,8
ESTRELLA BAR & RESTAURANT,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Z,1470 JEROME AVENUE 10452.0,40.841485399999996,-73.91647739999998,0
ESTRELLA DEL MAR RESTAURANT,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A,552 SENECA AVENUE 11385.0,40.704745700000004,-73.911434,2
ETIHAD-JFK,QUEENS,Middle Eastern,A,NKA JFK INTERNATIONAL AIRPORT 11430.0,40.6413111,-73.77813909999998,1
EUROPA CAFE,MANHATTAN,Sandwiches/Salads/Mixed Buffet,A,515 MADISON AVENUE 10022.0,40.759784700000004,-73.9737512,3
EUROPAN CAFE,MANHATTAN,American,A,672 8 AVENUE 10036.0,40.7576269,-73.98918470000001,1
EVERTZ'S CAFE,QUEENS,Spanish,A,6553 MYRTLE AVE 11385.0,40.70145170000001,-73.8888236,2
EVERYMAN ESPRESSO,BROOKLYN,Caf̩/Coffee/Tea,A,162 5TH AVE 11217.0,40.6779217,-73.9797273,3
EVERYTHING GOES BOOK CAFE,STATEN ISLAND,American,A,208 BAY STREET 10301.0,36.9611322,-122.0279872,1
EXCELENTE GIL CAFETERIA & RESTAURANT,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A,1206 STRATFORD AVENUE 10472.0,40.8295377,-73.87544849999998,3
EXPRESS SNACKS & MORE,QUEENS,Delicatessen,Z,9225 UNION HALL ST 11433.0,40.7037076,-73.79732179999998,8
EZ GRILL NYC,BRONX,Mediterranean,A,790 LYDIG AVE 10462.0,40.854276399999996,-73.86417,3
FACES & NAMES,MANHATTAN,American,A,161 WEST   54 STREET 10019.0,40.7636293,-73.98103490000001,3
FAIRFIELD INN & SUITES MANHATTAN  NEW YORK CENTRAL PARK,MANHATTAN,American,A,538 W 58TH ST 10019.0,40.770233399999995,-73.9897563,2
FAIRFIELD INN AND SUITES,MANHATTAN,American,A,100 GREENWICH ST 10006.0,40.708293299999994,-74.01371639999998,2
FAITHY'S KITCHEN,BRONX,Caribbean,Z,3907 DYRE AVENUE 10466.0,40.88947,-73.83154509999999,4
FALANSAI,BROOKLYN,Vietnamese/Cambodian/Malaysia,A,112 HARRISON PLACE 11237.0,40.7067112,-73.9287489,2
FAMILIARS VEGAN COFFEE SHOP,BROOKLYN,Caf̩/Coffee/Tea,A,94 RALPH AVE 11221.0,40.6867903,-73.92360759999998,3
FAMILY CORNER,QUEENS,American,Z,2102 31 STREET 11105.0,47.63783230000001,-122.3965875,6
FAMOUS FAMIGLIA PIZZA,MANHATTAN,Pizza/Italian,A,1248 LEXINGTON AVE 10028.0,40.7783245,-73.95662229999998,3
FAMOUS FAMIGLIA PIZZERIA,MANHATTAN,Pizza,A,1398 MADISON AVENUE 10029.0,40.7878725,-73.95388659999998,4
FAMOUS JOE'S PIZZA,MANHATTAN,Pizza,A,7 CARMINE STREET 10014.0,40.73058760000001,-74.00214100000001,2
FAMOUS ORIGINAL RAY'S PIZZA,MANHATTAN,Pizza,A,204 9 AVENUE 10011.0,40.745991499999995,-74.00134729999998,4
FAMOUS PIZZA EXPRESS,BRONX,Pizza,A,570 KAPPOCK ST 10463.0,40.8789193,-73.91701669999998,2
FANCY NANCY,BROOKLYN,American,A,1038 BEDFORD AVE 11205.0,40.689550200000006,-73.9554046,2
FATHER KNOWS BEST,BROOKLYN,American,A,611A WILSON AVE 11207.0,40.6902494,-73.9069308,2
FAY DA BAKERY,QUEENS,Bakery,A,4133 KISSENA BOULEVARD 11355.0,40.7581137,-73.828434,3
FEDORA,MANHATTAN,American,A,239 WEST    4 STREET 10014.0,40.734536999999996,-74.0029004,2
FELICE 64 WINE BAR,MANHATTAN,Italian,A,1166 1 AVENUE 10065.0,40.7625672,-73.95956389999998,2
FELIX,MANHATTAN,French,Z,340 WEST BROADWAY 10013.0,40.7225405,-74.003794,6
FENG MAO BBQ,QUEENS,Korean,Z,13688 ROOSEVELT AVENUE 11354.0,40.760168,-73.8269517,5
FIELDS GOOD CHICKEN,MANHATTAN,Chicken,A,101 MAIDEN LN 10038.0,40.7069666,-74.0066697,2
FINANCIER PATISSERIE,MANHATTAN,French,A,62 STONE STREET 10004.0,40.70450220000001,-74.0098603,2
FINE TIME,BROOKLYN,American,A,84 CENTRAL AVE 11206.0,40.7007216,-73.93008069999998,2
FINESTRA,MANHATTAN,Italian,A,1370 YORK AVENUE 10021.0,40.7675283,-73.95291399999998,1
FIREFLY,QUEENS,American,A,4512 43RD AVE 11104.0,33.5030202,-112.15159750000001,2
FIRENZE RISTORANTE,MANHATTAN,Italian,A,1555 2ND AVE 10028.0,40.7745714,-73.9544773,4
FISH RESTAURANT,MANHATTAN,Seafood,A,280 BLEECKER ST 10014.0,40.7317092,-74.0034673,2
FIVE GUYS BURGERS AND FRIES,STATEN ISLAND,American,A,2750A HYLAN BLVD 10306.0,40.56439659999999,-74.11433029999998,1
FIVE GUYS FAMOUS BURGERS AND FRIES,MANHATTAN,American,A,56 W 14TH ST 10011.0,40.736831,-73.99633,1
FIX-U-PLATE,BROOKLYN,Caribbean,Z,1412 ROCKAWAY PKWY 11236.0,40.6454058,-73.9028793,0
FLAVORS,MANHATTAN,American,A,27 WHITEHALL STREET 10004.0,40.703472,-74.012872,1
FLEET BAKERY,MANHATTAN,Bakery,Z,24 BOWERY 10013.0,40.715807299999994,-73.9965567,3
FLIP 'N TOSS,MANHATTAN,American,A,82 CHRISTOPHER ST 10014.0,40.73338579999999,-74.0036448,3
FLIPSIGI,MANHATTAN,Filipino,A,525 HUDSON ST 10014.0,40.734068,-74.0066538,3
FLOR DE MAYO,MANHATTAN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A,484 AMSTERDAM AVENUE 10024.0,40.786070200000005,-73.976552,2
FOLEY'S N.Y. PUB AND RESTAURANT,MANHATTAN,Irish,Z,18 WEST   33 STREET 10001.0,40.748090600000005,-73.9863088,8
FONDA OF CHELSEA,MANHATTAN,Mexican,A,189 9TH AVE 10011.0,40.745559899999996,-74.00233759999998,4
FOO AN CHINESE RESTAURANT,QUEENS,Chinese,A,22318 S CONDUIT AVE 11413.0,40.6653005,-73.75416369999998,2
FOOD SING RESTAURANT,BROOKLYN,Chinese,A,172 GRAND ST 11211.0,40.7143222,-73.9612733,2
FOREST HILL STATION HOUSE,QUEENS,American,A,10611 CONTINENTAL AVENUE 11375.0,40.7200352,-73.8451975,1
FOREST HILLS LITTLE LEAGUE,QUEENS,American,A,66-01 FLEET STREET 11375.0,51.514136799999996,-0.10760619999999999,2
FOREST THAI CUISINE,STATEN ISLAND,Thai,A,1211 FOREST AVENUE 10310.0,32.470626,-84.95951590000001,3
FORLINIS RESTAURANT,MANHATTAN,Italian,Z,93 BAXTER STREET 10013.0,40.7169517,-73.9995675,4
FORNINO,BROOKLYN,Pizza/Italian,A,PIER 6 BROOKLYN BRIDGE PARK 11201.0,40.6932222,-74.0016887,2
FORTUNE BAKERY,BROOKLYN,Chinese,A,5612 8TH AVE 11220.0,0.0,0.0,2
FORTY EIGHT LOUNGE,MANHATTAN,American,A,1221 AVENUE OF THE AMERICAS 10036.0,40.758405700000004,-73.9833062,2
FOTEH'S TANDOORI,BROOKLYN,Russian,A,2650 CONEY ISLAND AVE 11223.0,40.592020899999994,-73.96099319999998,3
FRAICHE MAXX,MANHATTAN,American,A,213 PARK AVE S 10003.0,40.7367754,-73.98863039999998,2
FRAMBOISE PATISSERIE,QUEENS,Bakery,A,6459 DRY HARBOR RD 11379.0,40.7185282,-73.87248129999998,3
FRANK'S PIZZERIA/DA FRANCO AND TONY RESTAURANT,BRONX,Italian,A,2823 MIDDLETOWN ROAD 10461.0,40.84363219999999,-73.8359562,2
FRANKIE'S COCKTAIL LOUNGE,BROOKLYN,American,A,2602 TILDEN AVENUE 11226.0,40.6466168,-73.95258309999998,1
FRANKLIN 820,BROOKLYN,American,A,820 FRANKLIN AVE 11225.0,40.669991100000004,-73.95853840000001,3
FREDDIE & PEPPER'S PIZZA,MANHATTAN,Pizza,A,303 AMSTERDAM AVENUE 10023.0,40.7800257,-73.98035879999998,2
FREEHAND NEW YORK - STUDIO BAR,MANHATTAN,Mediterranean,A,23 LEXINGTON AVE 10010.0,40.7396083,-73.9844715,2
FRENCHETTE,MANHATTAN,French,A,241 W BROADWAY 10013.0,40.719607,-74.00563369999998,4
FRESCO DELI,QUEENS,Delicatessen,A,3306 QUEENS BOULEVARD 11101.0,40.7443264,-73.931445,3
FRESH & CO,MANHATTAN,American,A,1260 LEXINGTON AVE 10028.0,40.778804,-73.956374,2
FRESH & CO,MANHATTAN,Sandwiches/Salads/Mixed Buffet,A,444 10TH AVE 10001.0,40.7550158,-73.998475,1
FRESH & DELICIOUS,BROOKLYN,Chinese,A,1877 NOSTRAND AVE 11226.0,40.6398279,-73.9481402,4
FRESH 2 GO DELI,MANHATTAN,Delicatessen,A,607 9TH AVE 10036.0,40.75935339999999,-73.9922721,2
FRESH DUMPLINGS,QUEENS,Chinese,A,13335 ROOSEVELT AVE 11354.0,40.7588367,-73.83313340000001,1
FRESH POND TAVERN,QUEENS,American,A,6869 FRESH POND RD 11385.0,40.7034795,-73.89517459999998,2
FRIARS NATIONAL ASSOC.,MANHATTAN,American,A,57 EAST   55 STREET 10022.0,40.760882,-73.9725115,3
FRIED CHICKEN WITH THE SAUCE EXPRESS,BROOKLYN,Caribbean,Z,4605 CHURCH AVE 11203.0,40.6518141,-73.93401879999998,3
FRIEDMAN'S,MANHATTAN,American,A,132 WEST 31 STREET 10001.0,40.7483005,-73.99065499999998,3
FRIEDMAN'S LUNCH,MANHATTAN,American,A,75 9 AVENUE 10011.0,40.742450899999994,-74.00595809999999,3
FRIEND OF A FARMER,MANHATTAN,American,Z,77 IRVING PLACE 10003.0,40.7369226,-73.9868281,4
FRIENDLY GOURMET PIZZA,MANHATTAN,Pizza/Italian,A,59 NASSAU STREET 10038.0,40.7092384,-74.0088627,3
FRISSON ESPRESSO,MANHATTAN,Caf̩/Coffee/Tea,A,36 3RD AVE 10003.0,40.730452899999996,-73.9894887,3
FRITZIES BAKE SHOP,QUEENS,Filipino,Z,6910 ROOSEVELT AVENUE 11377.0,40.746142000000006,-73.89578399999998,2
FRUCES,MANHATTAN,"Juice, Smoothies, Fruit Salads",Z,1496 AMSTERDAM AVE 10031.0,40.818248100000005,-73.9530882,5
FRUITTI YUMMI,QUEENS,"Ice Cream, Gelato, Yogurt, Ices",A,5751 MYRTLE AVENUE 11385.0,40.7005974,-73.90177690000002,2
FU LAI O KITCHEN,BROOKLYN,Chinese,A,6815 3 AVENUE 11220.0,0.0,0.0,2
FUEL FEVER II,STATEN ISLAND,American,Z,1144 HYLAN BLVD 10305.0,40.598402,-74.0808854,5
FUGU JAPANESE CUISINE,BROOKLYN,Japanese,A,6804 BAY PARKWAY 11204.0,40.6121417,-73.9835883,2
FUJI JAPANESE RESTAURANT,MANHATTAN,Japanese,A,238 WEST   56 STREET 10019.0,40.76561299999999,-73.98286499999998,2
FUJI SUSHI,STATEN ISLAND,Japanese,A,1115 HYLAN BOULEVARD 10305.0,40.5988206,-74.079729,2
FUKU,BROOKLYN,American,A,620 ATLANTIC AVENUE 11217.0,40.68264990000001,-73.97541319999998,1
FULL DOE BAKERY,BROOKLYN,Bakery,A,5905 4 AVENUE 11220.0,0.0,0.0,2
FULL KEE SEAFOOD RESTURANT,QUEENS,Chinese,Z,13614 38TH AVE 11354.0,40.760903000000006,-73.8301699,8
FULTON AVE CAFE,BRONX,American,A,1276 FULTON AVENUE 10456.0,40.8313753,-73.90282189999998,3
FUNNY BBQ,MANHATTAN,Chinese,A,98 BOWERY 10013.0,40.717726,-73.995532,2
FURMAN'S COFFEE,BROOKLYN,Caf̩/Coffee/Tea,Z,547 NOSTRAND AVE 11216.0,40.67878579999999,-73.94947320000001,6
FUSION GRILLS,MANHATTAN,Chinese,A,875 3 AVENUE 10022.0,40.757126899999996,-73.9695613,2
FUSION JUICE BAR,QUEENS,"Juice, Smoothies, Fruit Salads",Z,3093 38TH ST 11103.0,40.7618308,-73.91752149999998,3
G&B TERMINAL DELI,BROOKLYN,Delicatessen,Z,22 BROOKLYN TERMINAL MARKET 11236.0,40.643195399999996,-73.91531590000001,4
G'S CANDY STORE COFFEE SHOP,MANHATTAN,American,A,634 WEST  207 STREET 10034.0,40.8682519,-73.9218818,2
G'S HOMESTYLE COOKING,QUEENS,Caribbean,Z,9508 SUTPHIN BOULEVARD 11435.0,40.6980839,-73.8065129,5
GABRIEL'S BAR & RESTAURANT,MANHATTAN,Italian,A,11 WEST   60 STREET 10023.0,40.7693649,-73.9828696,1
GAL BI MA EUL,QUEENS,Korean,A,19403 NORTHERN BOULEVARD 11358.0,40.75816079999999,-73.7874753,3
GALANGA THAI COOKING,MANHATTAN,Thai,A,149 WEST 4 STREET 10012.0,40.7316328,-74.00047590000001,3
GAMMEEOK,MANHATTAN,Korean,Z,9 W 32ND ST 10001.0,40.747715,-73.98605599999998,4
GANDHI INDIAN RESTAURANT,BROOKLYN,Indian,A,2032 BEDFORD AVENUE 11226.0,40.6551952,-73.9565666,1
GARDEN MARKET,MANHATTAN,American,A,4 PENN PLZ 10121.0,40.7505621,-73.99347089999998,0
GARDEN MARKET,MANHATTAN,Hotdogs/Pretzels,A,4 PENN PLZ 10121.0,40.7505621,-73.99347089999998,1
GARDEN MARKET HOT DOG CONCESSION,MANHATTAN,American,A,4 PENN PLZ 10121.0,40.7505621,-73.99347089999998,0
GARDEN MARKET IN-SEAT KITCHEN,MANHATTAN,American,A,4 PENN PLZ 10121.0,40.7505621,-73.99347089999998,0
GARI Columbus,MANHATTAN,Japanese,A,370 COLUMBUS AVE 10024.0,40.7811357,-73.97643719999998,1
GATSBY'S,MANHATTAN,American,Z,53 SPRING STREET 10012.0,40.722329200000004,-73.9965239,6
GEN RESTAURANT,BROOKLYN,Japanese,A,659 WASHINGTON AVENUE 11238.0,40.677622899999996,-73.96351179999998,1
GENE'S RESTURANT,MANHATTAN,Italian,A,73 WEST   11 STREET 10011.0,40.735371,-73.99775199999998,2
GENERAL TSO'S CHINESE RESTAURANT,BRONX,Chinese,A,1215 WHITE PLAINS RD 10472.0,40.8309484,-73.8620717,1
GEORGE'S,MANHATTAN,American,A,8789 GREENWICH STREET nan,40.72213729999999,-74.0097722,2
GEORGE'S SOUVLAKI OF ASTORIA AND MORE,BROOKLYN,Greek,Z,7006 FORT HAMILTON PKWY 11228.0,40.62819520000001,-74.01333770000002,4
GHANDI CAFE,MANHATTAN,Indian,A,283 BLEECKER STREET 10014.0,40.7319933,-74.0031348,3
GHANG THAI KITCHEN,BROOKLYN,Thai,A,229 COURT STREET 11201.0,40.6861227,-73.9938877,3
GIGI CAFE,MANHATTAN,American,Z,307 7 AVENUE 10001.0,40.7467751,-73.99327,5
GIGINO AT WAGNER PARK,MANHATTAN,Italian,Z,20 BATTERY PLACE 10004.0,40.7050439,-74.018137,2
GINA MEXICANA,MANHATTAN,Tex-Mex,A,145 E 61ST ST 10065.0,40.76342880000001,-73.9667796,2
GINA'S PIZZA & DELI  RESTAURANT,BROOKLYN,Pizza/Italian,A,3905 5 AVENUE 11232.0,40.65099439999999,-74.0039267,2
GINBO'S HAMBURGER HOUSE,BRONX,Hamburgers,Z,118 E 170TH ST 10452.0,40.839049200000005,-73.9154873,3
GINO'S PIZZERIA RESTAURANT,MANHATTAN,Pizza,A,345 EAST   83 STREET 10028.0,40.775330700000005,-73.95120539999998,1
GINO'S PIZZERIA RESTAURANT,QUEENS,Pizza,Z,4319 BROADWAY 11103.0,40.7576799,-73.9157858,4
GINZA,MANHATTAN,Japanese,A,800 LEXINGTON AVE 10065.0,40.764064399999995,-73.9671948,3
GIOVANNI'S RESTAURANT,BRONX,Pizza/Italian,Z,3209 WESTCHESTER AVENUE 10461.0,40.8519735,-73.82993689999998,4
GIUSEPPE PIZZERIA,STATEN ISLAND,Pizza/Italian,A,4300 AMBOY ROAD 10312.0,40.545621600000004,-74.15881929999998,2
GLACKEN'S BAR,BRONX,American,A,135 EAST  149 STREET 10451.0,40.819655,-73.9287259,3
GLADY'S,BROOKLYN,Caribbean,Z,788 FRANKLIN AVENUE 11238.0,40.671719,-73.95787800000001,7
GLASSERIE,BROOKLYN,Mediterranean,A,95 COMMERCIAL STREET 11222.0,40.7377547,-73.9561761,3
GLATT ALA CARTE,BROOKLYN,Jewish/Kosher,A,5123 18 AVENUE 11204.0,40.6265706,-73.98242900000001,2
GLAZE TERIYAKI GRILL,MANHATTAN,Japanese,Z,139 4 AVENUE 10003.0,40.733721100000004,-73.98965799999998,4
GLENDALE DINER,QUEENS,Mediterranean,A,7108 MYRTLE AVENUE 11385.0,40.701858,-73.87963990000002,2
GNARLY EATS,BROOKLYN,American,A,447 7TH AVE 11215.0,40.662912,-73.98458699999998,1
GOGI GRILL,MANHATTAN,Korean,A,918 3RD AVE 10022.0,40.7593,-73.968592,3
GOLD ROOM BK,BROOKLYN,Soul Food,Z,429 ROGERS AVE 11225.0,40.662042299999996,-73.95340959999999,4
GOLDEN KITCHEN,QUEENS,Chinese,A,7909 JAMAICA AVENUE 11421.0,40.692190999999994,-73.86293719999998,1
GOLDEN KRUST BAKERY,QUEENS,Caribbean,Z,9058 SUTPHIN BLVD 11435.0,40.7013412,-73.80809029999999,5
GOLDEN KRUST CARIBBEAN BAKERY & GRILL,BRONX,Caribbean,Z,2718 WHITE PLAINS RD 10467.0,40.8660648,-73.8670719,5
GOLDEN KRUST CARIBBEAN BAKERY & GRILL,BROOKLYN,Caribbean,A,568 FLATBUSH AVENUE 11225.0,40.6597987,-73.96085599999998,3
GOLDEN KRUST CARIBBEAN BAKERY & GRILL,BROOKLYN,Caribbean,Z,1014 NOSTRAND AVENUE 11225.0,40.663674900000004,-73.95111179999998,5
GOLDEN RICH,BROOKLYN,Asian,A,4001 8TH AVE 11232.0,40.64645170000001,-73.99764640000001,3
GOLDEN SANDS CAFE,BROOKLYN,Bakery,A,1924 AVENUE U 11229.0,40.5990999,-73.9517668,1
GOLDEN STAR KITCHEN,BROOKLYN,Chinese,A,638 BLAKE AVE 11207.0,40.6676021,-73.8953118,3
GOLDEN STEAMER ON 8,BROOKLYN,Bakery,A,5224 8TH AVE 11220.0,40.6396424,-74.00561379999998,2
GOLDEN TERRACE BANQUET HALL,QUEENS,Indian,Z,12023 ATLANTIC AVENUE 11418.0,40.69478609999999,-73.8262835,4
GOLDEN WOK,QUEENS,Chinese,A,4218 43RD AVE 11104.0,33.4957061,-112.1522917,2
GOLDEN YEARS,BROOKLYN,American,Z,221 NORTH    4 STREET 11211.0,40.7144549,-73.95645309999999,5
GOLDIE'S,BROOKLYN,American,A,195 NASSAU AVE 11222.0,40.7257405,-73.94511299999998,1
GOLDMAN SACHS,MANHATTAN,American,A,200 WEST STREET 10282.0,40.7148544,-74.0144968,0
GONG CHA,MANHATTAN,Caf̩/Coffee/Tea,A,1 CATHERINE ST 10038.0,40.713876299999995,-73.99727969999998,3
GONG CHA,MANHATTAN,Caf̩/Coffee/Tea,A,160 E 44TH ST 10017.0,40.7520891,-73.9739606,2
GONZALEZ Y GONZALEZ,MANHATTAN,Mexican,A,192 MERCER STREET 10012.0,40.726203000000005,-73.997038,3
GOOD EATS BISTRO,QUEENS,American,A,10015 DITMARS BLVD 11369.0,40.77045579999999,-73.8700449,3
GOOD TASTE 666,QUEENS,Chinese,Z,4345 MAIN ST 11355.0,40.7515412,-73.8256694,7
GOOD TASTE RESTAURANT,BROOKLYN,Chinese,A,1015 AVENUE H 11230.0,40.6296351,-73.96648499999999,2
GOODFELLA'S,BRONX,Pizza/Italian,A,3661 WALDO AVE 10463.0,40.887017900000004,-73.9044141,3
GOODFELLA'S PIZZERIA,STATEN ISLAND,Italian,A,1718 HYLAN BOULEVARD 10305.0,40.5867953,-74.09149609999999,1
GOODY'S BBQ,QUEENS,Caribbean,A,7018 AMSTEL BOULEVARD 11692.0,40.5928445,-73.7998683,2
GOOGLE LAPLACE,MANHATTAN,American,A,111 8TH AVE 10011.0,40.740862,-74.0019938,1
GOOGLE-TRUCK PIT,MANHATTAN,American,A,111 8 AVENUE 10011.0,40.637755,-74.00720600000001,1
GOSSIPS,MANHATTAN,American,A,733 9 AVENUE 10019.0,40.763306299999996,-73.9892928,4
GRAB & GO,MANHATTAN,Delicatessen,A,2096 5TH AVE 10035.0,40.80895,-73.94082399999998,2
GRACE BEFORE MEAL ROTI SHOP,BROOKLYN,Caribbean,A,3113 CHURCH AVE 11226.0,40.651036600000005,-73.9481172,3
GRACE CARIBBEAN CUISINE,BROOKLYN,Caribbean,Z,2026 NOSTRAND AVE 11210.0,40.6360341,-73.94831239999998,1
GRACE FOOD II CHINESE RESTAURANT,BROOKLYN,Chinese,A,136 GRAHAM AVE 11206.0,40.7061711,-73.94280570000002,3
GRACIE-MEWS RESTAURANT,MANHATTAN,American,A,1550 1 AVENUE 10028.0,40.7734089,-73.9517436,3
GRADE COFFEE,BROOKLYN,Caf̩/Coffee/Tea,A,101 N 8TH ST 11249.0,40.7197884,-73.9591445,2
GRAN ELECTRICA,BROOKLYN,Mexican,A,5 FRONT STREET 11201.0,40.7026903,-73.9931265,2
GRAND REPUBLIC,BROOKLYN,American,A,19 GREENPOINT AVE 11222.0,40.7298409,-73.9599296,3
GRANDCHAMPS,BROOKLYN,Creole,A,197 PATCHEN AVE 11233.0,40.68470960000001,-73.92621150000002,1
GRANDPA'S BRICK OVEN PIZZA,MANHATTAN,Pizza,A,4973 BROADWAY 10034.0,0.0,0.0,2
